minimo {99999,-99999}
minimo {32434,-32434}
minimo {32433,-32433}
minimo {32432,-32432}
minimo {32431,-32431}
minimo {32430,-32430}
minimo {32429,-32429}
minimo {32428,-32428}
minimo {32427,-32427}
minimo {32426,-32426}
minimo {32425,-32425}
minimo {32424,-32424}
minimo {32423,-32423}
minimo {32422,-32422}
minimo {32421,-32421}
minimo {32420,-32420}
minimo {32419,-32419}
minimo {32418,-32418}
minimo {32417,-32417}
minimo {32416,-32416}
minimo {32415,-32415}
minimo {32414,-32414}
minimo {32413,-32413}
minimo {32412,-32412}
minimo {32411,-32411}
minimo {32410,-32410}
minimo {32409,-32409}
minimo {32408,-32408}
minimo {32407,-32407}
minimo {32406,-32406}
minimo {32405,-32405}
minimo {32404,-32404}
minimo {32403,-32403}
minimo {32402,-32402}
minimo {32401,-32401}
minimo {32400,-32400}
minimo {32399,-32399}
minimo {32398,-32398}
minimo {32397,-32397}
minimo {32396,-32396}
minimo {32395,-32395}
minimo {32394,-32394}
minimo {32393,-32393}
minimo {32392,-32392}
minimo {32391,-32391}
minimo {32390,-32390}
minimo {32389,-32389}
minimo {32388,-32388}
minimo {32387,-32387}
minimo {32386,-32386}
minimo {32385,-32385}
minimo {32384,-32384}
minimo {32383,-32383}
minimo {32382,-32382}
minimo {32381,-32381}
minimo {32380,-32380}
minimo {32379,-32379}
minimo {32378,-32378}
minimo {32377,-32377}
minimo {32376,-32376}
minimo {32375,-32375}
minimo {32374,-32374}
minimo {32373,-32373}
minimo {32372,-32372}
minimo {32371,-32371}
minimo {32370,-32370}
minimo {32369,-32369}
minimo {32368,-32368}
minimo {32367,-32367}
minimo {32366,-32366}
minimo {32365,-32365}
minimo {32364,-32364}
minimo {32363,-32363}
minimo {32362,-32362}
minimo {32361,-32361}
minimo {32360,-32360}
minimo {32359,-32359}
minimo {32358,-32358}
minimo {32357,-32357}
minimo {32356,-32356}
minimo {32355,-32355}
minimo {32354,-32354}
minimo {32353,-32353}
minimo {32352,-32352}
minimo {32351,-32351}
minimo {32350,-32350}
minimo {32349,-32349}
minimo {32348,-32348}
minimo {32347,-32347}
minimo {32346,-32346}
minimo {32345,-32345}
minimo {32344,-32344}
minimo {32343,-32343}
minimo {32342,-32342}
minimo {32341,-32341}
minimo {32340,-32340}
minimo {32339,-32339}
minimo {32338,-32338}
minimo {32337,-32337}
minimo {32336,-32336}
minimo {32335,-32335}
minimo {32334,-32334}
minimo {32333,-32333}
minimo {32332,-32332}
minimo {32331,-32331}
minimo {32330,-32330}
minimo {32329,-32329}
minimo {32328,-32328}
minimo {32327,-32327}
minimo {32326,-32326}
minimo {32325,-32325}
minimo {32324,-32324}
minimo {32323,-32323}
minimo {32322,-32322}
minimo {32321,-32321}
minimo {32320,-32320}
minimo {32319,-32319}
minimo {32318,-32318}
minimo {32317,-32317}
minimo {32316,-32316}
minimo {32315,-32315}
minimo {32314,-32314}
minimo {32313,-32313}
minimo {32312,-32312}
minimo {32311,-32311}
minimo {32310,-32310}
minimo {32309,-32309}
minimo {32308,-32308}
minimo {32307,-32307}
minimo {32306,-32306}
minimo {32305,-32305}
minimo {32304,-32304}
minimo {32303,-32303}
minimo {32302,-32302}
minimo {32301,-32301}
minimo {32300,-32300}
minimo {32299,-32299}
minimo {32298,-32298}
minimo {32297,-32297}
minimo {32296,-32296}
minimo {32295,-32295}
minimo {32294,-32294}
minimo {32293,-32293}
minimo {32292,-32292}
minimo {32291,-32291}
minimo {32290,-32290}
minimo {32289,-32289}
minimo {32288,-32288}
minimo {32287,-32287}
minimo {32286,-32286}
minimo {32285,-32285}
minimo {32284,-32284}
minimo {32283,-32283}
minimo {32282,-32282}
minimo {32281,-32281}
minimo {32280,-32280}
minimo {32279,-32279}
minimo {32278,-32278}
minimo {32277,-32277}
minimo {32276,-32276}
minimo {32275,-32275}
minimo {32274,-32274}
minimo {32273,-32273}
minimo {32272,-32272}
minimo {32271,-32271}
minimo {32270,-32270}
minimo {32269,-32269}
minimo {32268,-32268}
minimo {32267,-32267}
minimo {32266,-32266}
minimo {32265,-32265}
minimo {32264,-32264}
minimo {32263,-32263}
minimo {32262,-32262}
minimo {32261,-32261}
minimo {32260,-32260}
minimo {32259,-32259}
minimo {32258,-32258}
minimo {32257,-32257}
minimo {32256,-32256}
minimo {32255,-32255}
minimo {32254,-32254}
minimo {32253,-32253}
minimo {32252,-32252}
minimo {32251,-32251}
minimo {32250,-32250}
minimo {32249,-32249}
minimo {32248,-32248}
minimo {32247,-32247}
minimo {32246,-32246}
minimo {32245,-32245}
minimo {32244,-32244}
minimo {32243,-32243}
minimo {32242,-32242}
minimo {32241,-32241}
minimo {32240,-32240}
minimo {32239,-32239}
minimo {32238,-32238}
minimo {32237,-32237}
minimo {32236,-32236}
minimo {32235,-32235}
minimo {32234,-32234}
minimo {32233,-32233}
minimo {32232,-32232}
minimo {32231,-32231}
minimo {32230,-32230}
minimo {32229,-32229}
minimo {32228,-32228}
minimo {32227,-32227}
minimo {32226,-32226}
minimo {32225,-32225}
minimo {32224,-32224}
minimo {32223,-32223}
minimo {32222,-32222}
minimo {32221,-32221}
minimo {32220,-32220}
minimo {32219,-32219}
minimo {32218,-32218}
minimo {32217,-32217}
minimo {32216,-32216}
minimo {32215,-32215}
minimo {32214,-32214}
minimo {32213,-32213}
minimo {32212,-32212}
minimo {32211,-32211}
minimo {32210,-32210}
minimo {32209,-32209}
minimo {32208,-32208}
minimo {32207,-32207}
minimo {32206,-32206}
minimo {32205,-32205}
minimo {32204,-32204}
minimo {32203,-32203}
minimo {32202,-32202}
minimo {32201,-32201}
minimo {32200,-32200}
minimo {32199,-32199}
minimo {32198,-32198}
minimo {32197,-32197}
minimo {32196,-32196}
minimo {32195,-32195}
minimo {32194,-32194}
minimo {32193,-32193}
minimo {32192,-32192}
minimo {32191,-32191}
minimo {32190,-32190}
minimo {32189,-32189}
minimo {32188,-32188}
minimo {32187,-32187}
minimo {32186,-32186}
minimo {32185,-32185}
minimo {32184,-32184}
minimo {32183,-32183}
minimo {32182,-32182}
minimo {32181,-32181}
minimo {32180,-32180}
minimo {32179,-32179}
minimo {32178,-32178}
minimo {32177,-32177}
minimo {32176,-32176}
minimo {32175,-32175}
minimo {32174,-32174}
minimo {32173,-32173}
minimo {32172,-32172}
minimo {32171,-32171}
minimo {32170,-32170}
minimo {32169,-32169}
minimo {32168,-32168}
minimo {32167,-32167}
minimo {32166,-32166}
minimo {32165,-32165}
minimo {32164,-32164}
minimo {32163,-32163}
minimo {32162,-32162}
minimo {32161,-32161}
minimo {32160,-32160}
minimo {32159,-32159}
minimo {32158,-32158}
minimo {32157,-32157}
minimo {32156,-32156}
minimo {32155,-32155}
minimo {32154,-32154}
minimo {32153,-32153}
minimo {32152,-32152}
minimo {32151,-32151}
minimo {32150,-32150}
minimo {32149,-32149}
minimo {32148,-32148}
minimo {32147,-32147}
minimo {32146,-32146}
minimo {32145,-32145}
minimo {32144,-32144}
minimo {32143,-32143}
minimo {32142,-32142}
minimo {32141,-32141}
minimo {32140,-32140}
minimo {32139,-32139}
minimo {32138,-32138}
minimo {32137,-32137}
minimo {32136,-32136}
minimo {32135,-32135}
minimo {32134,-32134}
minimo {32133,-32133}
minimo {32132,-32132}
minimo {32131,-32131}
minimo {32130,-32130}
minimo {32129,-32129}
minimo {32128,-32128}
minimo {32127,-32127}
minimo {32126,-32126}
minimo {32125,-32125}
minimo {32124,-32124}
minimo {32123,-32123}
minimo {32122,-32122}
minimo {32121,-32121}
minimo {32120,-32120}
minimo {32119,-32119}
minimo {32118,-32118}
minimo {32117,-32117}
minimo {32116,-32116}
minimo {32115,-32115}
minimo {32114,-32114}
minimo {32113,-32113}
minimo {32112,-32112}
minimo {32111,-32111}
minimo {32110,-32110}
minimo {32109,-32109}
minimo {32108,-32108}
minimo {32107,-32107}
minimo {32106,-32106}
minimo {32105,-32105}
minimo {32104,-32104}
minimo {32103,-32103}
minimo {32102,-32102}
minimo {32101,-32101}
minimo {32100,-32100}
minimo {32099,-32099}
minimo {32098,-32098}
minimo {32097,-32097}
minimo {32096,-32096}
minimo {32095,-32095}
minimo {32094,-32094}
minimo {32093,-32093}
minimo {32092,-32092}
minimo {32091,-32091}
minimo {32090,-32090}
minimo {32089,-32089}
minimo {32088,-32088}
minimo {32087,-32087}
minimo {32086,-32086}
minimo {32085,-32085}
minimo {32084,-32084}
minimo {32083,-32083}
minimo {32082,-32082}
minimo {32081,-32081}
minimo {32080,-32080}
minimo {32079,-32079}
minimo {32078,-32078}
minimo {32077,-32077}
minimo {32076,-32076}
minimo {32075,-32075}
minimo {32074,-32074}
minimo {32073,-32073}
minimo {32072,-32072}
minimo {32071,-32071}
minimo {32070,-32070}
minimo {32069,-32069}
minimo {32068,-32068}
minimo {32067,-32067}
minimo {32066,-32066}
minimo {32065,-32065}
minimo {32064,-32064}
minimo {32063,-32063}
minimo {32062,-32062}
minimo {32061,-32061}
minimo {32060,-32060}
minimo {32059,-32059}
minimo {32058,-32058}
minimo {32057,-32057}
minimo {32056,-32056}
minimo {32055,-32055}
minimo {32054,-32054}
minimo {32053,-32053}
minimo {32052,-32052}
minimo {32051,-32051}
minimo {32050,-32050}
minimo {32049,-32049}
minimo {32048,-32048}
minimo {32047,-32047}
minimo {32046,-32046}
minimo {32045,-32045}
minimo {32044,-32044}
minimo {32043,-32043}
minimo {32042,-32042}
minimo {32041,-32041}
minimo {32040,-32040}
minimo {32039,-32039}
minimo {32038,-32038}
minimo {32037,-32037}
minimo {32036,-32036}
minimo {32035,-32035}
minimo {32034,-32034}
minimo {32033,-32033}
minimo {32032,-32032}
minimo {32031,-32031}
minimo {32030,-32030}
minimo {32029,-32029}
minimo {32028,-32028}
minimo {32027,-32027}
minimo {32026,-32026}
minimo {32025,-32025}
minimo {32024,-32024}
minimo {32023,-32023}
minimo {32022,-32022}
minimo {32021,-32021}
minimo {32020,-32020}
minimo {32019,-32019}
minimo {32018,-32018}
minimo {32017,-32017}
minimo {32016,-32016}
minimo {32015,-32015}
minimo {32014,-32014}
minimo {32013,-32013}
minimo {32012,-32012}
minimo {32011,-32011}
minimo {32010,-32010}
minimo {32009,-32009}
minimo {32008,-32008}
minimo {32007,-32007}
minimo {32006,-32006}
minimo {32005,-32005}
minimo {32004,-32004}
minimo {32003,-32003}
minimo {32002,-32002}
minimo {32001,-32001}
minimo {32000,-32000}
minimo {31999,-31999}
minimo {31998,-31998}
minimo {31997,-31997}
minimo {31996,-31996}
minimo {31995,-31995}
minimo {31994,-31994}
minimo {31993,-31993}
minimo {31992,-31992}
minimo {31991,-31991}
minimo {31990,-31990}
minimo {31989,-31989}
minimo {31988,-31988}
minimo {31987,-31987}
minimo {31986,-31986}
minimo {31985,-31985}
minimo {31984,-31984}
minimo {31983,-31983}
minimo {31982,-31982}
minimo {31981,-31981}
minimo {31980,-31980}
minimo {31979,-31979}
minimo {31978,-31978}
minimo {31977,-31977}
minimo {31976,-31976}
minimo {31975,-31975}
minimo {31974,-31974}
minimo {31973,-31973}
minimo {31972,-31972}
minimo {31971,-31971}
minimo {31970,-31970}
minimo {31969,-31969}
minimo {31968,-31968}
minimo {31967,-31967}
minimo {31966,-31966}
minimo {31965,-31965}
minimo {31964,-31964}
minimo {31963,-31963}
minimo {31962,-31962}
minimo {31961,-31961}
minimo {31960,-31960}
minimo {31959,-31959}
minimo {31958,-31958}
minimo {31957,-31957}
minimo {31956,-31956}
minimo {31955,-31955}
minimo {31954,-31954}
minimo {31953,-31953}
minimo {31952,-31952}
minimo {31951,-31951}
minimo {31950,-31950}
minimo {31949,-31949}
minimo {31948,-31948}
minimo {31947,-31947}
minimo {31946,-31946}
minimo {31945,-31945}
minimo {31944,-31944}
minimo {31943,-31943}
minimo {31942,-31942}
minimo {31941,-31941}
minimo {31940,-31940}
minimo {31939,-31939}
minimo {31938,-31938}
minimo {31937,-31937}
minimo {31936,-31936}
minimo {31935,-31935}
minimo {31934,-31934}
minimo {31933,-31933}
minimo {31932,-31932}
minimo {31931,-31931}
minimo {31930,-31930}
minimo {31929,-31929}
minimo {31928,-31928}
minimo {31927,-31927}
minimo {31926,-31926}
minimo {31925,-31925}
minimo {31924,-31924}
minimo {31923,-31923}
minimo {31922,-31922}
minimo {31921,-31921}
minimo {31920,-31920}
minimo {31919,-31919}
minimo {31918,-31918}
minimo {31917,-31917}
minimo {31916,-31916}
minimo {31915,-31915}
minimo {31914,-31914}
minimo {31913,-31913}
minimo {31912,-31912}
minimo {31911,-31911}
minimo {31910,-31910}
minimo {31909,-31909}
minimo {31908,-31908}
minimo {31907,-31907}
minimo {31906,-31906}
minimo {31905,-31905}
minimo {31904,-31904}
minimo {31903,-31903}
minimo {31902,-31902}
minimo {31901,-31901}
minimo {31900,-31900}
minimo {31899,-31899}
minimo {31898,-31898}
minimo {31897,-31897}
minimo {31896,-31896}
minimo {31895,-31895}
minimo {31894,-31894}
minimo {31893,-31893}
minimo {31892,-31892}
minimo {31891,-31891}
minimo {31890,-31890}
minimo {31889,-31889}
minimo {31888,-31888}
minimo {31887,-31887}
minimo {31886,-31886}
minimo {31885,-31885}
minimo {31884,-31884}
minimo {31883,-31883}
minimo {31882,-31882}
minimo {31881,-31881}
minimo {31880,-31880}
minimo {31879,-31879}
minimo {31878,-31878}
minimo {31877,-31877}
minimo {31876,-31876}
minimo {31875,-31875}
minimo {31874,-31874}
minimo {31873,-31873}
minimo {31872,-31872}
minimo {31871,-31871}
minimo {31870,-31870}
minimo {31869,-31869}
minimo {31868,-31868}
minimo {31867,-31867}
minimo {31866,-31866}
minimo {31865,-31865}
minimo {31864,-31864}
minimo {31863,-31863}
minimo {31862,-31862}
minimo {31861,-31861}
minimo {31860,-31860}
minimo {31859,-31859}
minimo {31858,-31858}
minimo {31857,-31857}
minimo {31856,-31856}
minimo {31855,-31855}
minimo {31854,-31854}
minimo {31853,-31853}
minimo {31852,-31852}
minimo {31851,-31851}
minimo {31850,-31850}
minimo {31849,-31849}
minimo {31848,-31848}
minimo {31847,-31847}
minimo {31846,-31846}
minimo {31845,-31845}
minimo {31844,-31844}
minimo {31843,-31843}
minimo {31842,-31842}
minimo {31841,-31841}
minimo {31840,-31840}
minimo {31839,-31839}
minimo {31838,-31838}
minimo {31837,-31837}
minimo {31836,-31836}
minimo {31835,-31835}
minimo {31834,-31834}
minimo {31833,-31833}
minimo {31832,-31832}
minimo {31831,-31831}
minimo {31830,-31830}
minimo {31829,-31829}
minimo {31828,-31828}
minimo {31827,-31827}
minimo {31826,-31826}
minimo {31825,-31825}
minimo {31824,-31824}
minimo {31823,-31823}
minimo {31822,-31822}
minimo {31821,-31821}
minimo {31820,-31820}
minimo {31819,-31819}
minimo {31818,-31818}
minimo {31817,-31817}
minimo {31816,-31816}
minimo {31815,-31815}
minimo {31814,-31814}
minimo {31813,-31813}
minimo {31812,-31812}
minimo {31811,-31811}
minimo {31810,-31810}
minimo {31809,-31809}
minimo {31808,-31808}
minimo {31807,-31807}
minimo {31806,-31806}
minimo {31805,-31805}
minimo {31804,-31804}
minimo {31803,-31803}
minimo {31802,-31802}
minimo {31801,-31801}
minimo {31800,-31800}
minimo {31799,-31799}
minimo {31798,-31798}
minimo {31797,-31797}
minimo {31796,-31796}
minimo {31795,-31795}
minimo {31794,-31794}
minimo {31793,-31793}
minimo {31792,-31792}
minimo {31791,-31791}
minimo {31790,-31790}
minimo {31789,-31789}
minimo {31788,-31788}
minimo {31787,-31787}
minimo {31786,-31786}
minimo {31785,-31785}
minimo {31784,-31784}
minimo {31783,-31783}
minimo {31782,-31782}
minimo {31781,-31781}
minimo {31780,-31780}
minimo {31779,-31779}
minimo {31778,-31778}
minimo {31777,-31777}
minimo {31776,-31776}
minimo {31775,-31775}
minimo {31774,-31774}
minimo {31773,-31773}
minimo {31772,-31772}
minimo {31771,-31771}
minimo {31770,-31770}
minimo {31769,-31769}
minimo {31768,-31768}
minimo {31767,-31767}
minimo {31766,-31766}
minimo {31765,-31765}
minimo {31764,-31764}
minimo {31763,-31763}
minimo {31762,-31762}
minimo {31761,-31761}
minimo {31760,-31760}
minimo {31759,-31759}
minimo {31758,-31758}
minimo {31757,-31757}
minimo {31756,-31756}
minimo {31755,-31755}
minimo {31754,-31754}
minimo {31753,-31753}
minimo {31752,-31752}
minimo {31751,-31751}
minimo {31750,-31750}
minimo {31749,-31749}
minimo {31748,-31748}
minimo {31747,-31747}
minimo {31746,-31746}
minimo {31745,-31745}
minimo {31744,-31744}
minimo {31743,-31743}
minimo {31742,-31742}
minimo {31741,-31741}
minimo {31740,-31740}
minimo {31739,-31739}
minimo {31738,-31738}
minimo {31737,-31737}
minimo {31736,-31736}
minimo {31735,-31735}
minimo {31734,-31734}
minimo {31733,-31733}
minimo {31732,-31732}
minimo {31731,-31731}
minimo {31730,-31730}
minimo {31729,-31729}
minimo {31728,-31728}
minimo {31727,-31727}
minimo {31726,-31726}
minimo {31725,-31725}
minimo {31724,-31724}
minimo {31723,-31723}
minimo {31722,-31722}
minimo {31721,-31721}
minimo {31720,-31720}
minimo {31719,-31719}
minimo {31718,-31718}
minimo {31717,-31717}
minimo {31716,-31716}
minimo {31715,-31715}
minimo {31714,-31714}
minimo {31713,-31713}
minimo {31712,-31712}
minimo {31711,-31711}
minimo {31710,-31710}
minimo {31709,-31709}
minimo {31708,-31708}
minimo {31707,-31707}
minimo {31706,-31706}
minimo {31705,-31705}
minimo {31704,-31704}
minimo {31703,-31703}
minimo {31702,-31702}
minimo {31701,-31701}
minimo {31700,-31700}
minimo {31699,-31699}
minimo {31698,-31698}
minimo {31697,-31697}
minimo {31696,-31696}
minimo {31695,-31695}
minimo {31694,-31694}
minimo {31693,-31693}
minimo {31692,-31692}
minimo {31691,-31691}
minimo {31690,-31690}
minimo {31689,-31689}
minimo {31688,-31688}
minimo {31687,-31687}
minimo {31686,-31686}
minimo {31685,-31685}
minimo {31684,-31684}
minimo {31683,-31683}
minimo {31682,-31682}
minimo {31681,-31681}
minimo {31680,-31680}
minimo {31679,-31679}
minimo {31678,-31678}
minimo {31677,-31677}
minimo {31676,-31676}
minimo {31675,-31675}
minimo {31674,-31674}
minimo {31673,-31673}
minimo {31672,-31672}
minimo {31671,-31671}
minimo {31670,-31670}
minimo {31669,-31669}
minimo {31668,-31668}
minimo {31667,-31667}
minimo {31666,-31666}
minimo {31665,-31665}
minimo {31664,-31664}
minimo {31663,-31663}
minimo {31662,-31662}
minimo {31661,-31661}
minimo {31660,-31660}
minimo {31659,-31659}
minimo {31658,-31658}
minimo {31657,-31657}
minimo {31656,-31656}
minimo {31655,-31655}
minimo {31654,-31654}
minimo {31653,-31653}
minimo {31652,-31652}
minimo {31651,-31651}
minimo {31650,-31650}
minimo {31649,-31649}
minimo {31648,-31648}
minimo {31647,-31647}
minimo {31646,-31646}
minimo {31645,-31645}
minimo {31644,-31644}
minimo {31643,-31643}
minimo {31642,-31642}
minimo {31641,-31641}
minimo {31640,-31640}
minimo {31639,-31639}
minimo {31638,-31638}
minimo {31637,-31637}
minimo {31636,-31636}
minimo {31635,-31635}
minimo {31634,-31634}
minimo {31633,-31633}
minimo {31632,-31632}
minimo {31631,-31631}
minimo {31630,-31630}
minimo {31629,-31629}
minimo {31628,-31628}
minimo {31627,-31627}
minimo {31626,-31626}
minimo {31625,-31625}
minimo {31624,-31624}
minimo {31623,-31623}
minimo {31622,-31622}
minimo {31621,-31621}
minimo {31620,-31620}
minimo {31619,-31619}
minimo {31618,-31618}
minimo {31617,-31617}
minimo {31616,-31616}
minimo {31615,-31615}
minimo {31614,-31614}
minimo {31613,-31613}
minimo {31612,-31612}
minimo {31611,-31611}
minimo {31610,-31610}
minimo {31609,-31609}
minimo {31608,-31608}
minimo {31607,-31607}
minimo {31606,-31606}
minimo {31605,-31605}
minimo {31604,-31604}
minimo {31603,-31603}
minimo {31602,-31602}
minimo {31601,-31601}
minimo {31600,-31600}
minimo {31599,-31599}
minimo {31598,-31598}
minimo {31597,-31597}
minimo {31596,-31596}
minimo {31595,-31595}
minimo {31594,-31594}
minimo {31593,-31593}
minimo {31592,-31592}
minimo {31591,-31591}
minimo {31590,-31590}
minimo {31589,-31589}
minimo {31588,-31588}
minimo {31587,-31587}
minimo {31586,-31586}
minimo {31585,-31585}
minimo {31584,-31584}
minimo {31583,-31583}
minimo {31582,-31582}
minimo {31581,-31581}
minimo {31580,-31580}
minimo {31579,-31579}
minimo {31578,-31578}
minimo {31577,-31577}
minimo {31576,-31576}
minimo {31575,-31575}
minimo {31574,-31574}
minimo {31573,-31573}
minimo {31572,-31572}
minimo {31571,-31571}
minimo {31570,-31570}
minimo {31569,-31569}
minimo {31568,-31568}
minimo {31567,-31567}
minimo {31566,-31566}
minimo {31565,-31565}
minimo {31564,-31564}
minimo {31563,-31563}
minimo {31562,-31562}
minimo {31561,-31561}
minimo {31560,-31560}
minimo {31559,-31559}
minimo {31558,-31558}
minimo {31557,-31557}
minimo {31556,-31556}
minimo {31555,-31555}
minimo {31554,-31554}
minimo {31553,-31553}
minimo {31552,-31552}
minimo {31551,-31551}
minimo {31550,-31550}
minimo {31549,-31549}
minimo {31548,-31548}
minimo {31547,-31547}
minimo {31546,-31546}
minimo {31545,-31545}
minimo {31544,-31544}
minimo {31543,-31543}
minimo {31542,-31542}
minimo {31541,-31541}
minimo {31540,-31540}
minimo {31539,-31539}
minimo {31538,-31538}
minimo {31537,-31537}
minimo {31536,-31536}
minimo {31535,-31535}
minimo {31534,-31534}
minimo {31533,-31533}
minimo {31532,-31532}
minimo {31531,-31531}
minimo {31530,-31530}
minimo {31529,-31529}
minimo {31528,-31528}
minimo {31527,-31527}
minimo {31526,-31526}
minimo {31525,-31525}
minimo {31524,-31524}
minimo {31523,-31523}
minimo {31522,-31522}
minimo {31521,-31521}
minimo {31520,-31520}
minimo {31519,-31519}
minimo {31518,-31518}
minimo {31517,-31517}
minimo {31516,-31516}
minimo {31515,-31515}
minimo {31514,-31514}
minimo {31513,-31513}
minimo {31512,-31512}
minimo {31511,-31511}
minimo {31510,-31510}
minimo {31509,-31509}
minimo {31508,-31508}
minimo {31507,-31507}
minimo {31506,-31506}
minimo {31505,-31505}
minimo {31504,-31504}
minimo {31503,-31503}
minimo {31502,-31502}
minimo {31501,-31501}
minimo {31500,-31500}
minimo {31499,-31499}
minimo {31498,-31498}
minimo {31497,-31497}
minimo {31496,-31496}
minimo {31495,-31495}
minimo {31494,-31494}
minimo {31493,-31493}
minimo {31492,-31492}
minimo {31491,-31491}
minimo {31490,-31490}
minimo {31489,-31489}
minimo {31488,-31488}
minimo {31487,-31487}
minimo {31486,-31486}
minimo {31485,-31485}
minimo {31484,-31484}
minimo {31483,-31483}
minimo {31482,-31482}
minimo {31481,-31481}
minimo {31480,-31480}
minimo {31479,-31479}
minimo {31478,-31478}
minimo {31477,-31477}
minimo {31476,-31476}
minimo {31475,-31475}
minimo {31474,-31474}
minimo {31473,-31473}
minimo {31472,-31472}
minimo {31471,-31471}
minimo {31470,-31470}
minimo {31469,-31469}
minimo {31468,-31468}
minimo {31467,-31467}
minimo {31466,-31466}
minimo {31465,-31465}
minimo {31464,-31464}
minimo {31463,-31463}
minimo {31462,-31462}
minimo {31461,-31461}
minimo {31460,-31460}
minimo {31459,-31459}
minimo {31458,-31458}
minimo {31457,-31457}
minimo {31456,-31456}
minimo {31455,-31455}
minimo {31454,-31454}
minimo {31453,-31453}
minimo {31452,-31452}
minimo {31451,-31451}
minimo {31450,-31450}
minimo {31449,-31449}
minimo {31448,-31448}
minimo {31447,-31447}
minimo {31446,-31446}
minimo {31445,-31445}
minimo {31444,-31444}
minimo {31443,-31443}
minimo {31442,-31442}
minimo {31441,-31441}
minimo {31440,-31440}
minimo {31439,-31439}
minimo {31438,-31438}
minimo {31437,-31437}
minimo {31436,-31436}
minimo {31435,-31435}
minimo {31434,-31434}
minimo {31433,-31433}
minimo {31432,-31432}
minimo {31431,-31431}
minimo {31430,-31430}
minimo {31429,-31429}
minimo {31428,-31428}
minimo {31427,-31427}
minimo {31426,-31426}
minimo {31425,-31425}
minimo {31424,-31424}
minimo {31423,-31423}
minimo {31422,-31422}
minimo {31421,-31421}
minimo {31420,-31420}
minimo {31419,-31419}
minimo {31418,-31418}
minimo {31417,-31417}
minimo {31416,-31416}
minimo {31415,-31415}
minimo {31414,-31414}
minimo {31413,-31413}
minimo {31412,-31412}
minimo {31411,-31411}
minimo {31410,-31410}
minimo {31409,-31409}
minimo {31408,-31408}
minimo {31407,-31407}
minimo {31406,-31406}
minimo {31405,-31405}
minimo {31404,-31404}
minimo {31403,-31403}
minimo {31402,-31402}
minimo {31401,-31401}
minimo {31400,-31400}
minimo {31399,-31399}
minimo {31398,-31398}
minimo {31397,-31397}
minimo {31396,-31396}
minimo {31395,-31395}
minimo {31394,-31394}
minimo {31393,-31393}
minimo {31392,-31392}
minimo {31391,-31391}
minimo {31390,-31390}
minimo {31389,-31389}
minimo {31388,-31388}
minimo {31387,-31387}
minimo {31386,-31386}
minimo {31385,-31385}
minimo {31384,-31384}
minimo {31383,-31383}
minimo {31382,-31382}
minimo {31381,-31381}
minimo {31380,-31380}
minimo {31379,-31379}
minimo {31378,-31378}
minimo {31377,-31377}
minimo {31376,-31376}
minimo {31375,-31375}
minimo {31374,-31374}
minimo {31373,-31373}
minimo {31372,-31372}
minimo {31371,-31371}
minimo {31370,-31370}
minimo {31369,-31369}
minimo {31368,-31368}
minimo {31367,-31367}
minimo {31366,-31366}
minimo {31365,-31365}
minimo {31364,-31364}
minimo {31363,-31363}
minimo {31362,-31362}
minimo {31361,-31361}
minimo {31360,-31360}
minimo {31359,-31359}
minimo {31358,-31358}
minimo {31357,-31357}
minimo {31356,-31356}
minimo {31355,-31355}
minimo {31354,-31354}
minimo {31353,-31353}
minimo {31352,-31352}
minimo {31351,-31351}
minimo {31350,-31350}
minimo {31349,-31349}
minimo {31348,-31348}
minimo {31347,-31347}
minimo {31346,-31346}
minimo {31345,-31345}
minimo {31344,-31344}
minimo {31343,-31343}
minimo {31342,-31342}
minimo {31341,-31341}
minimo {31340,-31340}
minimo {31339,-31339}
minimo {31338,-31338}
minimo {31337,-31337}
minimo {31336,-31336}
minimo {31335,-31335}
minimo {31334,-31334}
minimo {31333,-31333}
minimo {31332,-31332}
minimo {31331,-31331}
minimo {31330,-31330}
minimo {31329,-31329}
minimo {31328,-31328}
minimo {31327,-31327}
minimo {31326,-31326}
minimo {31325,-31325}
minimo {31324,-31324}
minimo {31323,-31323}
minimo {31322,-31322}
minimo {31321,-31321}
minimo {31320,-31320}
minimo {31319,-31319}
minimo {31318,-31318}
minimo {31317,-31317}
minimo {31316,-31316}
minimo {31315,-31315}
minimo {31314,-31314}
minimo {31313,-31313}
minimo {31312,-31312}
minimo {31311,-31311}
minimo {31310,-31310}
minimo {31309,-31309}
minimo {31308,-31308}
minimo {31307,-31307}
minimo {31306,-31306}
minimo {31305,-31305}
minimo {31304,-31304}
minimo {31303,-31303}
minimo {31302,-31302}
minimo {31301,-31301}
minimo {31300,-31300}
minimo {31299,-31299}
minimo {31298,-31298}
minimo {31297,-31297}
minimo {31296,-31296}
minimo {31295,-31295}
minimo {31294,-31294}
minimo {31293,-31293}
minimo {31292,-31292}
minimo {31291,-31291}
minimo {31290,-31290}
minimo {31289,-31289}
minimo {31288,-31288}
minimo {31287,-31287}
minimo {31286,-31286}
minimo {31285,-31285}
minimo {31284,-31284}
minimo {31283,-31283}
minimo {31282,-31282}
minimo {31281,-31281}
minimo {31280,-31280}
minimo {31279,-31279}
minimo {31278,-31278}
minimo {31277,-31277}
minimo {31276,-31276}
minimo {31275,-31275}
minimo {31274,-31274}
minimo {31273,-31273}
minimo {31272,-31272}
minimo {31271,-31271}
minimo {31270,-31270}
